Course Name,Course Type,Course Status,Country/Territory,Priority,Training Provider,Managed Type,Delivery Tool Platform,Display Course Type,Course Hours,Year,Participants,Main Domain
"ORSYS - Formation Ansible, automatiser la gestion des serveurs",Classroom,Active,France,Discretionary,ORSYS,Local,MS Teams,Virtual,40.0,2021,3.0,Cross Accenture
"ORSYS - Formation Ansible, automatiser la gestion des serveurs",Classroom,Active,France,Discretionary,ORSYS,Local,MS Teams,Virtual,40.0,2021,3.0,Cross Accenture
Ifoyaka - Coaching 2h en remote,Classroom,Active,France,Discretionary,Ifoyaka,Local,MS Teams,Virtual,2.0,2021,1.0,Leadership Development
Ifoyaka - Coaching 2h en remote,Classroom,Active,France,Discretionary,Ifoyaka,Local,MS Teams,Virtual,2.0,2021,1.0,Leadership Development
"Cisia-Intruction des OSSI, formation de base",Classroom,Cancelled,France,Discretionary,CISIA,Local,-,Classroom,40.0,2021,1.0,Cross Accenture
FCT Solutions - Session virtuelle Scrum Master,Classroom,Cancelled,France,Discretionary,FCT Solutions,Local,MS Teams,Virtual,14.0,2021,1.0,Core Curriculum
"ORSYS-Formation Ansible, automatiser la gestion des serveurs",Classroom,Active,France,Discretionary,ORSYS,Local,MS Teams,Virtual,14.0,2021,2.0,Cross Accenture
"ORSYS-Formation Ansible, automatiser la gestion des serveurs",Classroom,Active,France,Discretionary,ORSYS,Local,MS Teams,Virtual,14.0,2021,2.0,Cross Accenture
AlgoSec-AlgoSec Firewall Analyzer and AlgoSec FireFlow Administrator Training,Classroom,Cancelled,France,Discretionary,Algosec Europe LTD,Local,MS Teams,Virtual,24.0,2021,1.0,Cross Accenture
Global Knowledge-Risk Manager - La méthode EBIOS,Classroom,Cancelled,France,Discretionary,Global Knowledge,Local,Telepresence,Virtual,16.0,2021,1.0,Cross Accenture
Global Knowledge-Risk Manager - La méthode EBIOS,Classroom,Cancelled,France,Discretionary,Global Knowledge,Local,Telepresence,Virtual,16.0,2021,1.0,Cross Accenture
"ORSYS - Formation Docker, créer et administrer ses conteneurs virtuels d'applications",Classroom,Cancelled,France,Discretionary,ORSYS,Local,-,Classroom,20.0,2021,1.0,Cross Accenture
FCT Solutions - ITIL 4 Foundation (session virtuelle),Classroom,Cancelled,France,Discretionary,FCT Solutions,Local,MS Teams,Virtual,21.0,2021,1.0,Delivery
FRANCIS LEFEBVRE FORMATION - Virtual session - Réactivez vos compétences en fiscalité d'entreprise,Classroom,Cancelled,France,Discretionary,FRANCIS LEFEBVRE FORMATION,Local,MS Teams,Virtual,24.0,2021,1.0,Cross Accenture
FCT Solutions - Product Owner,Classroom,Cancelled,France,Discretionary,FCT Solutions,Local,MS Teams,Virtual,14.0,2021,2.0,Core Curriculum
ISDI - Programming Lightning Web Components (DEX602),Classroom,Cancelled,France,Discretionary,ISDI Education France,Local,MS Teams,Virtual,40.0,2020,1.0,Cross Accenture
ISDI - Développement déclaratif pour les platform app builders avec Lightning Experience,Classroom,Cancelled,France,Discretionary,ISDI Education France,Local,-,Classroom,35.0,2021,1.0,Cross Accenture
École Polytechnique Executive Education-Advanced AI for Data Analysis,Classroom,Active,France,Discretionary,Ecole Polytechnique Executive Education,Local,Telepresence,Virtual,77.0,2021,3.0,Cross Technology
École Polytechnique Executive Education-Advanced AI for Data Analysis,Classroom,Active,France,Discretionary,Ecole Polytechnique Executive Education,Local,Telepresence,Virtual,77.0,2021,3.0,Cross Technology
Diafora-Jeunes Talents Féminins,Classroom,Cancelled,France,Discretionary,DIAFORA,Local,Telepresence,Virtual,8.0,2021,1.0,Cross Accenture
ISDI-B2B Commerce Administrator Training,Classroom,Active,France,Discretionary,ISDI Education France,Local,Telepresence,Virtual,16.0,2021,2.0,Cross Accenture
ISDI-B2B Commerce Administrator Training,Classroom,Active,France,Discretionary,ISDI Education France,Local,Telepresence,Virtual,16.0,2021,2.0,Cross Accenture
Coaching Blended,Classroom,Cancelled,France,Discretionary,INOUVO,Local,MS Teams,Virtual,12.5,2021,1.0,Leadership Development
Diafora-Marketing de Soi,Classroom,Active,France,Discretionary,DIAFORA,Local,Telepresence,Virtual,8.0,2021,1.0,Cross Accenture
Diafora-Marketing de Soi,Classroom,Active,France,Discretionary,DIAFORA,Local,Telepresence,Virtual,8.0,2021,1.0,Cross Accenture
Sailpoint-IdentityIQ Implementation: Advanced Provisioning and Workflows v8.1,Classroom,Active,France,Discretionary,SailPoint Technologies,Local,Telepresence,Virtual,32.0,2021,2.0,Cross Accenture
Sailpoint-IdentityIQ Implementation: Advanced Provisioning and Workflows v8.1,Classroom,Active,France,Discretionary,SailPoint Technologies,Local,Telepresence,Virtual,32.0,2021,2.0,Cross Accenture
ISDI-Programming Lightning Web Components (DEX-602),Classroom,Cancelled,France,Discretionary,ISDI Education France,Local,-,Classroom,40.0,2021,1.0,Cross Accenture
PLB Consultant - ELK - Elastic Stack,Classroom,Active,France,Discretionary,PLB Consultants,Local,MS Teams,Virtual,21.0,2022,1.0,Cross Accenture
PLB Consultant - ELK - Elastic Stack,Classroom,Active,France,Discretionary,PLB Consultants,Local,MS Teams,Virtual,21.0,2022,1.0,Cross Accenture
ORSYS - Développer avec Kafka,Classroom,Active,France,Discretionary,ORSYS,Local,-,Classroom,32.0,2021,1.0,Cross Accenture
ORSYS - Développer avec Kafka,Classroom,Active,France,Discretionary,ORSYS,Local,-,Classroom,32.0,2021,1.0,Cross Accenture
Diafora-Marketing de Soi,Classroom,Cancelled,France,Discretionary,DIAFORA,Local,Telepresence,Virtual,8.0,2021,1.0,Cross Accenture
EGL - Formation et certification Analyse de Test ISTQB AL-TA niveau avancé (à distance),Classroom,Active,France,Discretionary,EGL,Local,MS Teams,Virtual,28.0,2021,1.0,IPS
EGL - Formation et certification Analyse de Test ISTQB AL-TA niveau avancé (à distance),Classroom,Active,France,Discretionary,EGL,Local,MS Teams,Virtual,28.0,2021,1.0,IPS
Salesforce - Declarative Development for Platform App Builders (DEX-403),Classroom,Active,France,Discretionary,Salesforce,Local,MS Teams,Virtual,42.5,2021,1.0,IPS
Salesforce - Declarative Development for Platform App Builders (DEX-403),Classroom,Active,France,Discretionary,Salesforce,Local,MS Teams,Virtual,42.5,2021,1.0,IPS
ISDI - Création et analyse des parcours clients à l’aide de Marketing Cloud (MKT101),Classroom,Active,France,Discretionary,ISDI Education France,Local,Telepresence,Virtual,35.0,2021,2.0,Cloud First
ISDI - Création et analyse des parcours clients à l’aide de Marketing Cloud (MKT101),Classroom,Active,France,Discretionary,ISDI Education France,Local,Telepresence,Virtual,35.0,2021,2.0,Cloud First
GDC Masterclass Program,Classroom,Active,France,Discretionary,Informa UK Ltd,Local,MS Teams,Virtual,8.0,2021,1.0,Cross Accenture
SailPoint Technologies - IdentityIQ Implementation and Administration: Essentials v8.0,Classroom,Cancelled,France,Discretionary,SailPoint Technologies,Local,-,Classroom,32.0,2020,1.0,Cross Accenture
TELELANGUE - Cours de français en face à face,Classroom,Cancelled,France,Discretionary,TELELANGUE - France,Local,-,Classroom,20.0,2021,1.0,Cross Accenture
XL formation-1.2 LEAN SIX SIGMA NIVEAU GREEN BELT,Classroom,Cancelled,France,Discretionary,XL formation,Local,MS Teams,Virtual,56.0,2021,1.0,Cross Accenture
MBA -Thoughtful business education for designers,Classroom,Active,France,Discretionary,MBA,Local,Telepresence,Virtual,50.0,2021,1.0,Cross Accenture
MBA -Thoughtful business education for designers,Classroom,Active,France,Discretionary,MBA,Local,Telepresence,Virtual,50.0,2021,1.0,Cross Accenture
SailPoint Technologies - IdentityIQ Implementation: Advanced Provisioning and Workflows v8.0,Classroom,Cancelled,France,Discretionary,SailPoint Technologies,Local,-,Classroom,32.0,2020,1.0,Cross Accenture
Certification SAFe Program Consultant,Classroom,Cancelled,France,Discretionary,XEBIA,Local,-,Classroom,28.0,2021,1.0,Cross Accenture
Oracle - Oracle CX Commerce technical training for partners,Classroom,Cancelled,France,Discretionary,Oracle,Local,-,Classroom,24.0,2021,3.0,IPS
TELELANGUE - Forfait 20 h cours F2F,Classroom,Cancelled,France,Discretionary,TELELANGUE,Local,-,Classroom,20.0,2021,1.0,Cross Accenture
FCT Solutions-Product Owner - Session virtuelle,Classroom,Cancelled,France,Discretionary,FCT Solutions,Local,Telepresence,Virtual,14.0,2021,2.0,Core Curriculum
CNPP - REGL SSI/S'approprier le règlement de sécurité appliqué aux systèmes de sécurité incendie,Classroom,Cancelled,France,Discretionary,CNPP,Local,-,Classroom,21.0,2020,1.0,Cross Accenture
DIAFORA - Marketing de Soi - Renforcer sa visibilité et son image dans le contexte actuel,Classroom,Active,France,Discretionary,DIAFORA,Local,MS Teams,Virtual,8.0,2021,2.0,Cross Accenture
DIAFORA - Marketing de Soi - Renforcer sa visibilité et son image dans le contexte actuel,Classroom,Active,France,Discretionary,DIAFORA,Local,MS Teams,Virtual,8.0,2021,2.0,Cross Accenture
RELEX training,Classroom,Cancelled,France,Discretionary,accenture local,Local,-,Classroom,16.0,2020,1.0,Cross Accenture
Cubik Partners - Six Sigma Green Belt,Classroom,Active,France,Discretionary,Cubik Partners,Local,MS Teams,Virtual,56.0,2021,1.0,Cross Accenture
Cubik Partners - Six Sigma Green Belt,Classroom,Active,France,Discretionary,Cubik Partners,Local,MS Teams,Virtual,56.0,2021,1.0,Cross Accenture
Architecture sur AWS,Classroom,Cancelled,France,Discretionary,Global Knowledge,Local,-,Classroom,24.0,2021,3.0,Cloud First
Formation Syndicale CGT - Conseiller prud'homme,Classroom,Active,France,Discretionary,Formation Syndicale CGT,Local,-,Classroom,8.0,2022,2.0,Cross Accenture
Formation Syndicale CGT - Conseiller prud'homme,Classroom,Active,France,Discretionary,Formation Syndicale CGT,Local,-,Classroom,8.0,2022,2.0,Cross Accenture
Wallix - WALLIX CERTIFIED PROFESSIONAL,Classroom,Cancelled,France,Discretionary,Wallix,Local,-,Classroom,24.0,2021,1.0,Cross Accenture
TELELANGUE - 20h français en face à face,Classroom,Cancelled,France,Discretionary,TELELANGUE - France,Local,-,Classroom,20.0,2021,1.0,Cross Accenture
EI-Technologies France-Bootcamp Salesforce DEV Platform 1 DEX 450,Classroom,Active,France,Discretionary,EI-Technologies France,Local,MS Teams,Virtual,40.0,2021,1.0,IPS
EI-Technologies France-Bootcamp Salesforce DEV Platform 1 DEX 450,Classroom,Active,France,Discretionary,EI-Technologies France,Local,MS Teams,Virtual,40.0,2021,1.0,IPS
DIAFORA - Jeunes Talents Feminins - Construire un parcours professionnel réussi,Classroom,Active,France,Discretionary,DIAFORA,Local,-,Classroom,8.0,2021,1.0,Cross Accenture
DIAFORA - Jeunes Talents Feminins - Construire un parcours professionnel réussi,Classroom,Active,France,Discretionary,DIAFORA,Local,-,Classroom,8.0,2021,1.0,Cross Accenture
Sensiolabs-Mastering Symfony 5,Classroom,Active,France,Discretionary,Sensiolabs,Local,Telepresence,Virtual,14.0,2021,1.0,Cross Accenture
Sensiolabs-Mastering Symfony 5,Classroom,Active,France,Discretionary,Sensiolabs,Local,Telepresence,Virtual,14.0,2021,1.0,Cross Accenture
Cecodev - Cursus de formation à l'animation en Codéveloppement,Classroom,Active,France,Discretionary,Cecodev,Local,-,Classroom,35.0,2021,1.0,Cross Accenture
ITSMA Account-Based Marketing Certification and Mentoring Program,Classroom,Cancelled,France,Discretionary,ITSMA,Local,MS Teams,Virtual,16.0,2021,1.0,Cross Accenture
ORSC - Module 5 : Intégration,Classroom,Active,France,Discretionary,ORSC,Local,-,Classroom,24.0,2021,1.0,Cross Accenture
"Orsys - Formation PMP®, préparation à la certification PMBOK® Guide - 6ème édition",Classroom,Cancelled,France,Discretionary,ORSYS,Local,-,Classroom,35.0,2020,1.0,Delivery
ISDI Education France-BootCamp MKT-101,Classroom,Active,France,Discretionary,ISDI Education France,Local,MS Teams,Virtual,40.0,2021,1.0,Cross Accenture
ISDI Education France-BootCamp MKT-101,Classroom,Active,France,Discretionary,ISDI Education France,Local,MS Teams,Virtual,40.0,2021,1.0,Cross Accenture
Sap-UX402 Développement avancé avec SAPUI5,Classroom,Active,France,Discretionary,SAP,Local,-,Classroom,40.0,2021,1.0,IPS
Sap-UX402 Développement avancé avec SAPUI5,Classroom,Active,France,Discretionary,SAP,Local,-,Classroom,40.0,2021,1.0,IPS
Global Knowledge - AWS : Architecture sur Amazon Web Services,Classroom,Cancelled,France,Discretionary,Global Knowledge,Local,-,Classroom,21.0,2020,6.0,Cloud First
ISDI - Salesforce CPQ Admin Essentials for Experienced Administrators,Classroom,Cancelled,France,Discretionary,ISDI Education France,Local,-,Classroom,32.0,2021,2.0,IPS
Cegos-Perfectionnement l'audit-interne,Classroom,Cancelled,France,Discretionary,IB Groupe Cegos,Local,Telepresence,Virtual,14.0,2021,1.0,Cross Accenture
Cegos-Perfectionnement l'audit-interne,Classroom,Cancelled,France,Discretionary,IB Groupe Cegos,Local,Telepresence,Virtual,14.0,2021,1.0,Cross Accenture
ILEX - Sign&go Global,Classroom,Cancelled,France,Discretionary,ILEX,Local,-,Classroom,40.0,2020,1.0,Cross Accenture
CEGOS - PRINCE2® Practitioner,Classroom,Cancelled,France,Discretionary,CEGOS,Local,-,Classroom,14.0,2021,1.0,Delivery
TELELANGUE - 10 heures cours d’anglais coaching en visioconférence,Classroom,Cancelled,France,Discretionary,TELELANGUE - France,Local,MS Teams,Virtual,10.0,2021,1.0,Cross Accenture
TELELANGUE - 10 heures cours d’anglais coaching en visioconférence,Classroom,Cancelled,France,Discretionary,TELELANGUE - France,Local,MS Teams,Virtual,10.0,2021,1.0,Cross Accenture
ISDI - Salesforce CPQ Admin Essentials for Experienced Administrators (CPQ-211),Classroom,Cancelled,France,Discretionary,ISDI Education France,Local,MS Teams,Virtual,32.0,2021,2.0,IPS
Revue Banque-IDENTITÉ,Classroom,Cancelled,France,Discretionary,Revue Banque,Local,Telepresence,Virtual,7.0,2021,1.0,Cross Accenture
Revue Banque-IDENTITÉ,Classroom,Cancelled,France,Discretionary,Revue Banque,Local,Telepresence,Virtual,7.0,2021,1.0,Cross Accenture
Gcom'Formation - Executive coaching (Formule blended),Classroom,Cancelled,France,Discretionary,Gcom'Formation,Local,-,Classroom,12.5,2021,1.0,Leadership Development
ISDI-DEX602 Programming Lightning Web Components,Classroom,Active,France,Discretionary,ISDI Education France,Local,MS Teams,Virtual,40.0,2021,3.0,Cross Accenture
ISDI-DEX602 Programming Lightning Web Components,Classroom,Active,France,Discretionary,ISDI Education France,Local,MS Teams,Virtual,40.0,2021,3.0,Cross Accenture
LepC-Droit et fiscalité du mécénat,Classroom,Active,France,Discretionary,Les Entreprises pour la Cite,Local,Telepresence,Virtual,12.0,2021,2.0,Cross Accenture
LepC-Droit et fiscalité du mécénat,Classroom,Active,France,Discretionary,Les Entreprises pour la Cite,Local,Telepresence,Virtual,12.0,2021,2.0,Cross Accenture
Business Immo-Bail commercial : les fondamentaux (session virtuelle),Classroom,Cancelled,France,Discretionary,Business Immo,Local,MS Teams,Virtual,7.0,2021,1.0,Cross Accenture
Exclusive Networks - Firewall 10.0 Essentials : Configuration & Management,Classroom,Active,France,Discretionary,EXCLUSIVE NETWORKS S.r.l.,Local,MS Teams,Virtual,40.0,2021,3.0,Cross Accenture
Exclusive Networks - Firewall 10.0 Essentials : Configuration & Management,Classroom,Active,France,Discretionary,EXCLUSIVE NETWORKS S.r.l.,Local,MS Teams,Virtual,40.0,2021,3.0,Delivery
Airbus-VersionONE Foundation e-learning,Classroom,Cancelled,France,Discretionary,Airbus,Local,Telepresence,Virtual,8.0,2021,1.0,Cross Accenture
Exclusive Networks - Firewall 10.0 Essentials :Panorama,Classroom,Active,France,Discretionary,EXCLUSIVE NETWORKS S.r.l.,Local,MS Teams,Virtual,16.0,2021,2.0,Cross Accenture
Exclusive Networks - Firewall 10.0 Essentials :Panorama,Classroom,Active,France,Discretionary,EXCLUSIVE NETWORKS S.r.l.,Local,MS Teams,Virtual,16.0,2021,2.0,Cross Accenture
ISDI - Essentials for Marketing Cloud Email Marketers,Classroom,Cancelled,France,Discretionary,ISDI Education France,Local,MS Teams,Virtual,40.0,2021,2.0,Cloud First
ISDI - L’essentiel de Marketing Cloud pour les professionnels de marketing des e-mails + Journey Builder,Classroom,Cancelled,France,Discretionary,ISDI Education France,Local,MS Teams,Virtual,40.0,2021,1.0,Cloud First
Elysée Langues - Anglais professionnel niveau 1,Classroom,Cancelled,France,Discretionary,Elysée Langues,Local,Zoom,Virtual,42.0,2021,1.0,Cross Accenture
Dassault Systèmes - 3DEXP University - DELMIA Brand essentials,Classroom,Cancelled,France,Discretionary,Dassault Systèmes,Local,Telepresence,Virtual,72.0,2020,1.0,Cross Accenture
Dassault Systèmes-Migration and Coexistence Fundamentals,Classroom,Cancelled,France,Discretionary,Dassault Systèmes,Local,-,Classroom,32.0,2021,2.0,Cross Accenture
Dassault Systèmes - 3DEXP University - ENOVIA Brand essentials,Classroom,Cancelled,France,Discretionary,Dassault Systèmes,Local,Telepresence,Virtual,24.0,2020,1.0,Cross Accenture
HS2 - ISO 27005,Classroom,Cancelled,France,Discretionary,HS2,Local,MS Teams,Virtual,21.0,2020,1.0,Delivery
Axis Mundi - Executive coaching,Classroom,Cancelled,France,Discretionary,Axis Mundi,Local,-,Classroom,4.5,2021,1.0,Leadership Development
Cubik - Lean Six Sigma - Niveau Green Belt,Classroom,Cancelled,France,Discretionary,Cubik Partners,Local,MS Teams,Virtual,56.0,2020,1.0,Cross Accenture
Denis Kerdraon - Media Training,Classroom,Cancelled,France,Discretionary,Denis Kerdraon,Local,MS Teams,Virtual,4.0,2021,1.0,Cross Accenture
CFTC-CFESS,Classroom,Active,France,Discretionary,CFTC,Local,-,Classroom,15.0,2021,4.0,Cross Accenture
CFTC-CFESS,Classroom,Active,France,Discretionary,CFTC,Local,-,Classroom,15.0,2021,4.0,Cross Accenture
"Isdi-BootCamp ""Salesforce - FSL-201""",Classroom,Cancelled,France,Discretionary,Global Knowledge,Local,Telepresence,Virtual,32.0,2021,2.0,IPS
"Isdi-BootCamp ""Salesforce - FSL-201""",Classroom,Cancelled,France,Discretionary,Global Knowledge,Local,Telepresence,Virtual,32.0,2021,2.0,IPS
Agiliterh-Organiser et gérer la formation dans l’entreprise,Classroom,Cancelled,France,Discretionary,agiliterh,Local,Telepresence,Virtual,14.0,2020,1.0,Cross Accenture
"Orsys - Formation Docker, créer et administrer ses conteneurs virtuels d'applications",Classroom,Cancelled,France,Discretionary,ORSYS,Local,-,Classroom,24.0,2021,1.0,Cross Accenture
